SEGMENTID,ONSTREETNAME 1,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
76391,32 AV       ,85 STREET,86 STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
76391,32 AV       ,85 STREET,86 STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
76398,85 ST       ,31 AVENUE,32 AVENUE,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
76398,85 ST       ,31 AVENUE,32 AVENUE,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
76469,85 ST       ,37 AVENUE,FORLEY STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
76469,85 ST       ,37 AVENUE,FORLEY STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
37862,E 84 ST    ,EAST END AVENUE,YORK AVENUE,M,2018-08-11 00:00:00,2018-08-12 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
273276,VANDALIA AV       ,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-09-25 14:24:07,2018-11-21 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32020,GANSEVOORT ST       ,9 AVENUE,WASHINGTON STREET,M,2018-07-26 00:00:00,2018-10-24 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
165407,E 54 ST    ,LEXINGTON AVENUE,PARK AVENUE,M,2018-08-12 00:00:00,2018-08-20 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
165407,E 54 ST    ,LEXINGTON AVENUE,PARK AVENUE,M,2018-08-12 00:00:00,2018-08-20 23:58:59,PLACE CRANE OR SHOVEL ON STREET
165408,E 54 ST    ,LEXINGTON AVENUE,PARK AVENUE,M,2018-08-12 00:00:00,2018-08-20 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
273277,VANDALIA AV       ,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-09-25 14:24:07,2018-11-21 23:58:59,PLACE CRANE OR SHOVEL ON STREET
28629,FENIMORE ST       ,NOSTRAND AVENUE,ROGERS AVENUE,B,2018-07-06 13:23:36,2018-08-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
29308,WASHINGTON AV       ,LINCOLN PLACE,ST JOHNS PLACE,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
76502,32 AV       ,88 STREET,89 STREET,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
29310,WASHINGTON AV       ,PARK PLACE,PROSPECT PLACE,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
29312,WASHINGTON AV       ,ST JOHNS PLACE,STERLING PLACE,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
29314,WASHINGTON AV       ,GRAND AVENUE,STERLING PLACE,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
29317,WASHINGTON AV       ,GRAND AVENUE,PARK PLACE,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
16897,95 ST       ,4 AVENUE,FT HAMILTON PARKWAY,B,2018-06-28 00:00:00,2018-06-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
16897,95 ST       ,4 AVENUE,FT HAMILTON PARKWAY,B,2018-06-28 00:00:00,2018-06-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-04-11 09:43:22,2018-07-09 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-06-21 09:35:14,2018-07-20 23:58:59,PAVE STREET-W/ ENGINEERING & INSP FEE
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-06-21 08:56:25,2018-07-21 23:58:59,"RESET, REPAIR OR REPLACE CURB"
166345,W 129 ST,BROADWAY,ST CLAIRE PLACE,M,2018-06-21 08:56:27,2018-07-21 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
87062,OVERING ST       ,FRISBY AVENUE,GLEBE AVENUE,X,2018-03-20 15:10:37,2018-06-17 23:59:59,DOT IN-HOUSE MILLING
16897,95 ST       ,4 AVENUE,FT HAMILTON PARKWAY,B,2018-06-28 00:00:00,2018-06-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9002546,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002547,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002548,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
6043,HYLAN BLVD       ,LITTLEFIELD AVENUE,THORNYCROFT AVENUE,S,2018-03-29 09:31:47,2018-05-14 23:59:59,DOT IN-HOUSE MILLING
6043,HYLAN BLVD       ,LITTLEFIELD AVENUE,THORNYCROFT AVENUE,S,2018-03-29 09:31:48,2018-05-14 23:59:59,DOT IN-HOUSE PAVING
6045,HYLAN BLVD       ,LITTLEFIELD AVENUE,PACIFIC AVENUE,S,2018-03-29 09:31:46,2018-05-14 23:59:59,DOT IN-HOUSE MILLING
6045,HYLAN BLVD       ,LITTLEFIELD AVENUE,PACIFIC AVENUE,S,2018-03-29 09:31:47,2018-05-14 23:59:59,DOT IN-HOUSE PAVING
6046,HYLAN BLVD       ,GROTON STREET,PACIFIC AVENUE,S,2018-03-29 09:31:45,2018-05-14 23:59:59,DOT IN-HOUSE MILLING
6046,HYLAN BLVD       ,GROTON STREET,PACIFIC AVENUE,S,2018-03-29 09:31:45,2018-05-14 23:59:59,DOT IN-HOUSE PAVING
9002549,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002550,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002551,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002552,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002553,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002576,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002577,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002578,TAPSCOTT ST       ,EAST NEW YORK AVENUE,SUTTER AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002619,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002620,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002621,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002622,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002623,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002624,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002626,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002627,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002642,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002651,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
9002652,TAPSCOTT ST       ,BLAKE AVENUE,DUMONT AVENUE,B,2018-05-30 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
165746,46 AV       ,11 STREET,VERNON BOULEVARD,Q,2018-05-28 00:00:00,2018-08-25 23:58:59,CONTRACT ROADWAY MILLING
165747,46 AV       ,11 STREET,VERNON BOULEVARD,Q,2018-05-28 00:00:00,2018-08-25 23:58:59,CONTRACT ROADWAY MILLING
270250,QUINCY ST       ,MARCY AVENUE,TOMPKINS AVENUE,B,2018-11-02 11:52:56,2019-01-01 23:58:59,CONTRACT ROADWAY MILLING
34871,N 3 ST,KENT AVENUE,WYTHE AVENUE,B,2018-09-18 11:36:53,2018-10-06 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
35566,50 AV       ,23 STREET,CRESCENT STREET,Q,2018-07-14 00:00:00,2018-07-16 23:58:59,PLACE CRANE OR SHOVEL ON STREET
290317,LILY POND AV,NARROWS ROAD SOUTH,VERZANO BRDG APPROACH,S,2018-06-28 09:23:14,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
13900,LAFAYETTE AV       ,ALDEN PLACE,ARNOLD STREET,S,2018-03-26 00:00:00,2018-06-24 23:58:59,CONTRACT ROADWAY MILLING
13882,STANLEY AV       ,BEND,PORTLAND PLACE,S,2018-04-12 09:24:49,2018-05-11 23:59:59,DOT IN-HOUSE PAVING
28851,LENOX RD       ,BROOKLYN AVENUE,EAST   35 STREET,B,2018-04-14 00:00:00,2018-04-23 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
13888,STANLEY AV       ,BEND,PORTLAND PLACE,S,2018-04-12 09:24:49,2018-05-11 23:59:59,DOT IN-HOUSE PAVING
13894,STANLEY AV       ,BEND,PORTLAND PLACE,S,2018-04-12 09:24:49,2018-05-11 23:59:59,DOT IN-HOUSE PAVING
13916,LAFAYETTE AV       ,ARNOLD STREET,PROSPECT AVENUE,S,2018-03-26 00:00:00,2018-06-24 23:58:59,CONTRACT ROADWAY MILLING
165751,45 AV       ,10 STREET,11 STREET,Q,2018-05-28 00:00:00,2018-08-25 23:58:59,CONTRACT ROADWAY MILLING
32242,BANK ST       ,BLEECKER STREET,WEST    4 STREET,M,2018-09-08 00:00:00,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
27630,E 32 ST    ,AVENUE J,AVENUE K,B,2018-11-02 00:00:00,2018-11-06 23:59:59,DOT IN-HOUSE MILLING
9005560,NOSTRAND AV       ,AVENUE V,AVENUE W,B,2018-08-08 00:00:00,2018-08-17 23:59:59,DOT IN-HOUSE PAVING
9005561,NOSTRAND AV       ,AVENUE V,AVENUE W,B,2018-08-08 00:00:00,2018-08-17 23:59:59,DOT IN-HOUSE PAVING
165556,E 66 ST,LEXINGTON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
165558,E 65 ST    ,3 AVENUE,LEXINGTON AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
165559,E 66 ST,MADISON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
13876,LAFAYETTE AV       ,RICHMOND TERRACE,VAN BUREN STREET,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
13900,LAFAYETTE AV       ,ALDEN PLACE,ARNOLD STREET,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
13903,LAFAYETTE AV       ,ALDEN PLACE,CHESTNUT PLACE,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
13916,LAFAYETTE AV       ,ARNOLD STREET,PROSPECT AVENUE,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
173635,E 141 ST     ,AMTRAK RR,BRUCKNER EXPWY EB EN E  138 ST,X,2018-06-26 18:09:45,2018-06-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
173635,E 141 ST     ,AMTRAK RR,BRUCKNER EXPWY EB EN E  138 ST,X,2018-06-26 18:09:45,2018-06-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
13915,PROSPECT AV       ,ELLICOTT PLACE,LAFAYETTE AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
13918,PROSPECT AV       ,DUANE COURT,LAFAYETTE AVENUE,S,2018-04-23 00:00:00,2018-07-21 23:58:59,CONTRACT ROADWAY MILLING
291082,SEAVIEW AV       ,OLYMPIA BOULEVARD,PATTERSON AVENUE,S,2018-07-27 00:00:00,2018-07-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
29321,WASHINGTON AV       ,BERGEN STREET,ST MARKS AVENUE,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
291082,SEAVIEW AV       ,OLYMPIA BOULEVARD,PATTERSON AVENUE,S,2018-07-27 00:00:00,2018-07-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
29323,WASHINGTON AV       ,BERGEN STREET,DEAN STREET,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
29337,WASHINGTON AV       ,DEAN STREET,PACIFIC STREET,B,2018-05-03 00:00:00,2018-05-10 23:59:59,DOT IN-HOUSE PAVING
173636,E 141 ST     ,AMTRAK RR,BRUCKNER EXPWY EB EN E  138 ST,X,2018-06-26 18:09:45,2018-06-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
173636,E 141 ST     ,AMTRAK RR,BRUCKNER EXPWY EB EN E  138 ST,X,2018-06-26 18:09:45,2018-06-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32242,BANK ST       ,BLEECKER STREET,WEST    4 STREET,M,2018-09-08 00:00:00,2018-09-17 23:58:59,PLACE CRANE OR SHOVEL ON STREET
69644,PARK AV       ,EAST  138 STREET,EAST  140 STREET,X,2018-08-15 00:00:00,2018-09-05 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
69644,PARK AV       ,EAST  138 STREET,EAST  140 STREET,X,2018-08-20 07:59:52,2018-09-05 23:58:59,PLACE CRANE OR SHOVEL ON STREET
78505,FULTON AV       ,EAST  173 STREET,EAST  174 STREET,X,2018-09-21 07:18:50,2018-12-19 23:59:59,DOT IN-HOUSE PAVING
34978,N 13 ST  ,KENT AVENUE,WYTHE AVENUE,B,2018-06-24 00:00:00,2018-09-22 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
167963,VAN SINDEREN AV,LINDEN BOULEVARD,NEW LOTS AVENUE,B,2018-07-13 10:16:49,2018-09-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
167963,VAN SINDEREN AV,LINDEN BOULEVARD,NEW LOTS AVENUE,B,2018-07-13 10:16:49,2018-09-16 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
32779,E 11 ST    ,3 AVENUE,4 AVENUE,M,2018-09-15 00:00:00,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32779,E 11 ST    ,3 AVENUE,4 AVENUE,M,2018-04-03 12:31:07,2018-07-02 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
14047,YORK AV       ,BEND,BUCHANAN STREET,S,2018-05-03 00:00:00,2018-06-04 23:59:59,DOT IN-HOUSE PAVING
32824,E 21 ST    ,5 AVENUE,BROADWAY,M,2018-08-20 08:26:10,2018-09-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32779,E 11 ST    ,3 AVENUE,4 AVENUE,M,2018-04-03 12:31:09,2018-07-02 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
76754,93 ST       ,35 AVENUE,37 AVENUE,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE PAVING
165562,E 67 ST,MADISON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
3266,POILLON AV       ,ALLEGRO STREET,AMBOY ROAD,S,2018-04-19 00:00:00,2018-05-28 23:59:59,DOT IN-HOUSE PAVING
165567,E 70 ST,MADISON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
165568,E 70 ST,MADISON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
165569,E 67 ST,LEXINGTON AVENUE,PARK AVENUE,M,2018-05-28 00:00:00,2018-08-01 23:58:59,CONTRACT ROADWAY MILLING
179239,FARRINGTON ST       ,DANIEL CARTER BEARD MEMORIAL SQ,35 AVENUE,Q,2018-05-27 00:00:00,2018-06-30 23:59:59,DOT IN-HOUSE PAVING
64015,120 AV       ,230 STREET,231 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE MILLING
64020,120 AV       ,231 STREET,232 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE MILLING
64020,120 AV       ,231 STREET,232 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
64022,120 AV       ,232 STREET,233 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE MILLING
64022,120 AV       ,232 STREET,233 STREET,Q,2018-05-01 00:00:00,2018-06-01 23:59:59,DOT IN-HOUSE PAVING
278028,TANGLEWOOD DR       ,NUTWOOD COURT,TEAKWOOD COURT,S,2018-08-14 10:00:47,2018-11-12 23:58:59,CONTRACT ROADWAY MILLING
278028,TANGLEWOOD DR       ,NUTWOOD COURT,TEAKWOOD COURT,S,2018-09-27 00:00:00,2018-10-29 23:59:59,DOT IN-HOUSE PAVING
277558,SHORE PKWY       ,24 AVENUE,DEAD END,B,2018-10-08 00:00:00,2018-11-02 23:58:59,PLACE OPEN CONSTRUCTION DEBRIS CONTAINER
32824,E 21 ST    ,5 AVENUE,BROADWAY,M,2018-09-09 00:00:00,2018-10-09 23:58:59,REPAIR ELECTRIC/COMMUNICATIONS - PROT
38223,COLUMBUS AV       ,WEST  106 STREET,WEST  107 STREET,M,2018-09-12 15:54:51,2018-10-12 23:59:59,DOT IN-HOUSE PAVING
32824,E 21 ST    ,5 AVENUE,BROADWAY,M,2018-08-20 08:27:01,2018-09-19 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
32824,E 21 ST    ,5 AVENUE,BROADWAY,M,2018-08-20 13:41:25,2018-09-19 23:58:59,TRANSFORMER VAULT - IN ROADWAY-PROTECTED
32824,E 21 ST    ,5 AVENUE,BROADWAY,M,2018-08-20 13:49:05,2018-09-19 23:58:59,TRANSFORMER VAULT-IN SIDEWALK AREA-PROT
128099,E 56 ST    ,AVENUE H,AVENUE I,B,2018-05-31 00:00:00,2018-06-12 23:59:59,DOT IN-HOUSE MILLING
128100,E 56 ST    ,AVENUE H,AVENUE I,B,2018-05-31 00:00:00,2018-06-12 23:59:59,DOT IN-HOUSE MILLING
31215,LYNCH ST       ,BROADWAY,UNION AVENUE,B,2018-07-27 00:00:00,2018-07-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
73996,67 ST       ,53 DRIVE,54 AVENUE,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
73998,67 ST       ,53 DRIVE,DEAD END,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
74195,70 ST       ,53 DRIVE,54 AVENUE,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
74197,70 ST       ,53 DRIVE,53 ROAD,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
75383,55 ST       ,37 AVENUE,38 AVENUE,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
75385,38 AV       ,56 STREET,57 STREET,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
75388,56 ST       ,37 AVENUE,38 AVENUE,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
75391,57 ST       ,38 AVENUE,LONG ISLAND RAILROAD,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
75392,57 ST       ,37 AVENUE,38 AVENUE,Q,2018-05-19 00:00:00,2018-08-17 23:58:59,D.D.C. CONTRACTOR MAJOR RECONSTRUCTION
162581,FULTON ST       ,CLINTON STREET,JOHNSON STREET,B,2018-04-27 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
162581,FULTON ST       ,CLINTON STREET,JOHNSON STREET,B,2018-04-27 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
162581,FULTON ST       ,CLINTON STREET,JOHNSON STREET,B,2018-04-27 00:00:00,2018-04-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
162582,FULTON ST       ,CLINTON STREET,JOHNSON STREET,B,2018-04-27 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
162582,FULTON ST       ,CLINTON STREET,JOHNSON STREET,B,2018-04-27 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
162582,FULTON ST       ,CLINTON STREET,JOHNSON STREET,B,2018-04-27 00:00:00,2018-04-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
33801,W 29 ST,7 AVENUE,8 AVENUE,M,2018-09-01 00:00:00,2018-09-17 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
37120,W 85 ST,RIVERSIDE DRIVE,WEST END AVENUE,M,2018-07-16 00:00:00,2018-07-27 23:59:59,DOT IN-HOUSE PAVING
9009907,QUEENS PLZ       ,NYCTA SUBWAY,NYCTA SUBWAY,Q,2018-08-10 00:00:00,2018-08-14 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
128297,E 56 ST    ,FARRAGUT ROAD,FOSTER AVENUE,B,2018-05-31 00:00:00,2018-06-12 23:59:59,DOT IN-HOUSE MILLING
31215,LYNCH ST       ,BROADWAY,UNION AVENUE,B,2018-07-27 00:00:00,2018-07-30 23:58:59,PLACE MATERIAL ON STREET
31215,LYNCH ST       ,BROADWAY,UNION AVENUE,B,2018-07-27 00:00:00,2018-07-30 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
31222,BROADWAY        ,LORIMER STREET,MC KIBBIN STREET,B,2018-07-27 00:00:00,2018-07-30 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
31222,BROADWAY        ,LORIMER STREET,MC KIBBIN STREET,B,2018-07-27 00:00:00,2018-07-30 23:58:59,PLACE MATERIAL ON STREET
9005389,LAFAYETTE AV       ,CASSIDY PLACE,BUCHANAN STREET,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
164180,BETHUNE ST       ,JOE DIMAGGIO HIGHWAY,WASHINGTON STREET,M,2018-04-23 00:00:00,2018-04-30 23:58:59,CONTRACT ROADWAY MILLING
164214,SULLIVAN ST       ,PRINCE STREET,WEST HOUSTON STREET,M,2018-04-23 00:00:00,2018-04-30 23:58:59,CONTRACT ROADWAY MILLING
9005390,LAFAYETTE AV       ,CASSIDY PLACE,BUCHANAN STREET,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
37366,E 70 ST,5 AVENUE,MADISON AVENUE,M,2018-06-25 00:00:00,2018-07-13 23:59:59,DOT IN-HOUSE PAVING
37094,W 77 ST,AMSTERDAM AVENUE,COLUMBUS AVENUE,M,2018-05-14 10:17:20,2018-08-05 23:58:59,CONTRACT ROADWAY MILLING
175319,78 ST       ,34 AVENUE,35 AVENUE,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
175457,93 ST       ,34 AVENUE,NORTHERN BOULEVARD,Q,2018-08-01 00:00:00,2018-08-31 23:59:59,DOT IN-HOUSE MILLING
164216,THOMPSON ST       ,PRINCE STREET,WEST HOUSTON STREET,M,2018-04-23 00:00:00,2018-04-30 23:58:59,CONTRACT ROADWAY MILLING
33801,W 29 ST,7 AVENUE,8 AVENUE,M,2018-09-01 00:00:00,2018-09-17 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
164630,W 43 ST,11 AVENUE,12 AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
164630,W 43 ST,11 AVENUE,12 AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164631,W 43 ST,11 AVENUE,12 AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164631,W 43 ST,11 AVENUE,12 AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
164631,W 43 ST,11 AVENUE,12 AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9005391,LAFAYETTE AV       ,CASSIDY PLACE,BUCHANAN STREET,S,2018-04-24 00:00:00,2018-05-24 23:59:59,DOT IN-HOUSE PAVING
164804,E 40 ST    ,MADISON AVENUE,PARK AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164804,E 40 ST    ,MADISON AVENUE,PARK AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
164804,E 40 ST    ,MADISON AVENUE,PARK AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164805,E 40 ST    ,MADISON AVENUE,PARK AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
164805,E 40 ST    ,MADISON AVENUE,PARK AVENUE,M,2018-04-21 00:00:00,2018-04-30 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
